Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Ten dollars reward,1817-09-27,1817-09-21,"Craven County, NC",New Bern,"Greenville, NC; Beaufort, NC",New Bern,Carolina Federal Republican,Brutus,George Reid,George Reid,"TEN DOLLARS REWARD.  RUN AWAY on the 21st. inst. a negro fellow named BRUTUS about twenty three or four years of age, about six feet high, slim built, has a bad sore on one his ancles[sic], and speaks very broken english[sic].--It is supposed he will endeavour to get to Greensville where he has a wife, or to Beaufort, Washington, or Wilmington, where he may try to make his escape, as he has been brought up to the sea.  I will give the above reward of TEN DOLLARS for him if delivered to me or secured in any Jail so that I get him, and all reasonable charges paid.  All persons are forwarned from harboring, employing or carrying him out of the State, under the penalty of the law.  George Reid.  Newbern, September, 27, 1817.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1872.jpg,1872,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1872
20 dollars reward,1817-10-07,1817-09-11,"Edgecombe County, NC",Tarboro,"Roanoke, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Isham,Samuel Stilman,Samuel Stilman,"20 Dollars Reward. RUNAWAY from the subscriber on the 11th inst. a Negro Man named ISHAM, about 35 or 40 years of age, dark complexion, formerly the property of Bennet Barrow of this place, of whom I purchased him. He was raised on Roanoke, where I expect he will aim for. He was taken up near Edenton in July last and committed to jail in attempting to pass for a free man. The above reward will be given to any person who will deliver him to me in Tarborough, or secure him in goal so that I get him again, together with all reasonable expences. Samuel Stilman. Tarborough, Sept. 24, 1817.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_544.jpg,544,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/544
Twenty dollars reward,1818-02-13,1817-05-02,"Cumberland County, NC",Fayetteville,Maryland,Raleigh,The Star and North Carolina Gazette,Grant,Neill Brown,Reverend Daniel Brown,"Twenty Dollars Reward. RANAWAY from the subscriber, in Robeson county, N. Carolina, on the 2d of May last, a negro slave, named GRANT, of black complexion, about 30 years of age, five feet seven or eight inches high, slim and active made, his foreteeth are mostly gone, one of his fingers bears the mark of a whitlow, he was raised on the eastern shore of Maryland; I expect he has aimed that way, or to one of our seaport towns; GRANT will deny his, and master's names when he absconds, he was last sold by a Mr. Dorshell, to the Rev. Daniel Brown of South Carolina, who still belongs to the estate of said Daniel Brown, dec'd. The Jailers of the different Jails, will confer a favour on the subscribers, if said negro should be confined in either of the Jails, by directing a line to the subscriber at Fayetteville, N.C. NEILL BROWN. December 18, 1817.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2220.jpg,2220,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2220
Twenty-five dollars reward,1818-05-29,1818-05-14,"Wilson County, NC","Stantonsburg, NC","Norfolk, VA","Raleigh, NC",The North Carolina Minerva and Raleigh Advertiser,,James Eastwood,James Eastwood,"TWENTY-FIVE DOLLARS REWARD.--Ranaway from the subscriber in Stantonsburg, Edgecomb county, on the 14th instant a negro by the name of DAVE, twenty-one or two years of age, black complexion, full round face, and five feet eight or nine inches high, rather slow-spoken, can read print a little, speaks a little French, or pretends to do so, sings French songs. I think he has a small scar, mole or mark of some kind near his nose or eyes, the toes of one foot, I believe the right, frost bitten, but nearly or quite well, he is a very good shoe-maker and tanner, worked five or six years in Armstead's Tann-Yard, Norfolk, had on when he went away a dark bottle green surtout coat, a blue round-a-bout jacket, nankeen pantaloons, a linen or cotton cambrick shirt, and a half worn wool hat, took with him a new pair of blue or black strip gingham pantaloons. I expect he will endeavour to pass for a free man and get on board some vessel, January last of Mr. Edmund Brooke of Norfolk, where in all probability he will try to get. Any person that will deliver said negro to me or secure him any jail so that I get him, shall receive the above reward and all reasonable expences paid.  All masters of vessels are forewarned from concealing, harboring, employing, or carrying said negro off under penalty of the law.  JAS.[JAMES] EASTWOOD. Stantonsburg, May 19, 1818.  56-4t.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_574.jpg,574,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/574
25 dollars reward,1818-05-29,1818-05-16,"Franklin County , NC","Louisburg, NC","Warren County, NC; Wake County, NC; Granville County, NC","Raleigh, NC",The Star and North Carolina Gazette,Bristo,R.H. Fenner,R.H. Fenner,"25 Dollars REWARD. RANAWAY from the subscriber living in Franklin county, on Saturday the 16th of May, a negro man by the name of BRISTO, he is about 43 years of age, is not a very black negro, his hair is tolerably gray, and he is a little bald before, he is a noted blacksmith that formerly belonged to Stephen Outerbridge of said county.--He wore away a black homespun woollen coat and a pair of negro cotton pantaloons died [sic] purple, he carried with him a pair of pantaloons like the coat. It is expected he will get to Warren, Granville or Wake, as he has relations living in each county. Any person who will apprehend said fellow and deliver him to me in Louisburg, shall be entitled to the above reward or to a part of it they secure him in any Jail in this State so that I get him again. R.H. FENNER. May 20.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2224.jpg,2224,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2224
Notice,1818-07-17,1818-07-09,"Cumberland County, NC",Fayetteville,"Raleigh, NC",Raleigh,The Star and North Carolina Gazette,Derry,A. Curtis,A. Curtis,"NOTICE. RANAWAY a negro Fellow, named DERRY belonging to the Subscriber, from Mr. Samuel Salmon to whom he was hired, he was raised in the county of Wake, in the vicinity of Raleigh, he is a large likely well looking black fellow about twenty two years of age, was brought up on a farm, but has for some months been working at the Carpenter's trade and is also a tolerable good fiddler--he left here on Thursday morning the 9th instant  for Raleigh, or a neighbourhood about ten or twelve miles above, where he was hired last year to Mr. Riddick Blake, and I believe has a wife in the neighbourhood, he took with him several suits of black and blue broad cloth, also two or three twilled striped paint blankets. A liberal reward will be given to any person for his apprehension and being secured in any Jail so as to enable me to get him again. A. CURTIS. Fayetteville, July 10, 1818.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2228.jpg,2228,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2228
25 dollars reward,1818-12-01,1818-08-30,"Chowan County, NC",Chowan,"Edenton, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Sam,Benjamin White,Benjamin White,"25 Dollars Reward. WILL be given for apprehending or delivering to me, or securing in any job so that I get him again, my Negro Man SAM, who ranaway the last of August last past. He is about 5 feet 4 or 5 inches high, very black, prominent eyes, wool on his head very thin, and about 24 years of age, though his appearance would discover him to be about 18 or 20. He formerly belonged to Mrs. Sarah Copeland, dec'd.[deceased] of this County. He had on when he ranaway white homespun pantaloons, an old blue broadcloth coat, and an old black hat, but has since changed it for a white one. He has numerous relations in Capt. Elliott's district, about 18 miles above Edenton. I will give the above reward if taken up within this state, or 30 Dollars if taken up without, and all reasonable expences paid, if secured as above. Benjaimin White. Chowan, Nov. 26, 1818.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_769.jpg,769,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/769
75 dollars reward,1819-01-12,1818-12-26,"Bertie County, NC",Windsor,"Edenton, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Caesar,Nancy Simmons,Nancy Simmons,"75 Dollars Reward. RUNAWAY from the subscriber, living near Windsor, in Bertie County, (N.C.) on the 26th of December last, a Negro Fellow about 23 or 24 years of age, named CAESAR, of a quite black complexion, well made, has a pleasing look, with his front teeth somewhat affected, a small white speck in one of his eyes, and about 5 feet 10 inches high, rather spare built and quite active. As this fellow is very artful and always dressed well and frequently wears a watch, it is impossible to say any thing respecting his clothing, except that he has a surtout coat of blue broad cloth. There is no doubt but he is making for the Northern states, under an idea of there having his freedom, or will ship on board at the first vessel whose Captain can be deceived, or is villain enough to secret him away, as he crossed the ferry from Salmon Creek to Edenton, and has not been heard of since. The above reward will be given to any person for apprehending and securing him in jail so that I get him again, & all reasonable expences paid. All masters of vessels are forbidden, under the penalty of the law, harboring or rendering him any aid. Any information respecting said negro will be thankfully received, addressed to the subscriber. Nancy Simmons. January 4th, 1819.    tf644 The editors of the Baltimore Telegraph, and Norfolk Beacon, are requested to give the above reward, and forward their accounts to this office for payment.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_810.jpg,810,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/810
30 dollars reward,1819-02-23,1818-12-10,"Bertie County, NC",Windsor,"Edenton, NC",Edenton,The Edenton Gazette and North Carolina General Advertiser,Betsey,Joseph H. Bryan,Joseph H. Bryan,"30 Dollars Reward, WILL be given for apprehending and delivering to me in Granville county, N.C. or securing in any jail so that I get her again, my servant girl BETSEY, who eloped from my former residence in Windsor on or about the 10th December last. She is a very likely mulatto girl, about 16 or 17 years old, genteel in her dress and appearance, remarkably fond of gay company, possesses a happy talent for inventing falsehood, and great firmness in adhering to it. She has been in the neighborhood of Edenton for a considerable time, passing under the name of Mary James or Mary Jones, and has often been seen in town in company with the Negroes of Josiah Collins, Esq.[Esquire] by whom it is expected she is now harbored. If the above Negro should be delivered to me at my residence within two miles of Williamsboro', N.C. all reasonable expences will be paid in addition to the reward.  Joseph H. Bryan. February 6, 1819.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_731.jpg,731,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/731
25 dollars reward,1819-03-26,1819-03-06,"Mecklenburg County, NC",Providence,"Wayne County, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Daniel,John McLoughland,John McLoughland,"25 DOLLARS REWARD. RANAWAY, on the morning of the 6th instant, from the Subscriber living in Mecklenburg County, Providence settlement, a negro man named DANIEL, about 30 years of age, common size; considerably wrinkled in the forehead; has no hair on his eye brows--has a scar on one of his thighs, occasioned by burning, also a scar on his side.--Had on when he went away a short brown coat, made of homespun cloth, and pantaloons of the same kind, he took with him another pair of pantaloons of blue and white cloth. It is expected he will endeavor to make his way to Wayne County, as the subscriber has been informed that he was raised in that County, by a Mr. Gurlay, a Saddler. The above reward will be paid to any person who will deliver said negro to the subscriber at his residence in Mecklenburg county; or Twenty Dollars to any person who will apprehend said Negro, and have him confined safely in Jail till the owner can get him. JOHN McLOUGHLAND. March 11, 1819. 18 3wp",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_513.jpg,513,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/513
